 ,Label,Area1,Mean1,Min1,Max1,Median1,Area2,Mean2,Min2,Max2,Median2,Area3,Mean3,Min3,Max3,Median3,Area4,Mean4,Min4,Max4,Median4,Area5,Mean5,Min5,Max5,Median5,Area6,Mean6,Min6,Max6,Median6,Area7,Mean7,Min7,Max7,Median7,Area8,Mean8,Min8,Max8,Median8
80,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,60.914,20,135,56,0.433,71.769,20,235,46,0.516,65.476,23,143,54,0.478,11.600,5,20,11,0.466,13.205,6,25,13,0.433,40.212,20,84,37,0.287,19.072,5,55,16,0.478,26.296,17,39,26
81,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,71.471,29,157,63,0.433,73.038,23,231,46,0.516,67.581,19,146,57,0.478,11.287,4,21,11,0.466,13.250,3,25,13,0.433,38.077,17,83,35,0.287,19.275,3,51,16,0.478,25.235,14,37,25
82,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,72.086,20,163,65,0.433,75.279,24,246,50,0.516,65.629,15,155,56,0.478,10.791,1,23,10,0.466,13.080,3,29,13,0.433,39.596,16,83,35,0.287,18.812,4,59,14,0.478,24.904,16,38,25
83,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,75.014,26,173,65,0.433,77.712,26,255,52,0.516,61.863,20,139,53,0.478,10.339,3,20,10,0.466,11.688,6,21,12,0.433,40.731,12,81,36,0.287,18.754,6,61,15,0.478,24.287,13,38,25
84,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,68.129,22,147,57,0.433,78.308,26,249,56,0.516,63.419,25,140,54,0.478,10.609,3,21,10,0.466,11.777,4,21,11,0.433,38.962,11,82,36,0.287,18.449,5,66,14,0.478,25.765,15,38,26
85,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,64.686,16,140,56,0.433,83.663,26,255,59,0.516,63.444,23,144,56,0.478,10.583,4,20,10,0.466,12.196,5,25,13,0.433,38.240,15,79,35,0.287,17.174,4,52,14,0.478,25.313,11,39,26
86,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,63.814,21,134,57,0.433,80.240,25,255,54,0.516,65.452,25,152,56,0.478,10.200,5,16,10,0.466,12.196,5,19,12,0.433,38.423,14,83,35,0.287,16.290,6,47,13,0.478,25.617,15,35,26
87,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,60.557,20,139,53,0.433,79.712,23,230,59,0.516,63.863,22,148,54,0.478,10.843,2,23,11,0.466,12.429,5,20,12,0.433,37.500,17,77,35,0.287,15.145,5,36,14,0.478,24.548,13,40,24
88,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,61.843,21,140,54,0.433,80.337,27,246,59,0.516,63.750,22,142,56,0.478,10.852,2,18,11,0.466,11.964,1,20,12,0.433,36.587,17,69,35,0.287,14.797,5,45,13,0.478,24.391,12,41,25
89,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,65.571,19,137,55,0.433,83.250,25,251,61,0.516,63.887,24,147,51,0.478,10.443,4,20,10,0.466,12.946,5,23,13,0.433,35.587,17,70,33,0.287,15.464,2,36,13,0.478,23.200,12,33,23
90,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,68.457,17,161,61,0.433,79.981,22,244,58,0.516,61.895,21,143,50,0.478,10.122,2,19,10,0.466,12.536,4,22,12,0.433,37.567,13,73,34,0.287,15.246,4,41,13,0.478,24.261,12,35,25
91,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,65.943,16,148,56,0.433,72.442,22,226,51,0.516,60.032,19,137,51,0.478,10.713,4,16,11,0.466,12.759,7,22,13,0.433,37.279,18,80,34,0.287,15.319,5,45,14,0.478,23.513,10,34,24
92,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,73.171,20,161,64,0.433,79.000,23,248,50,0.516,60.323,23,126,50,0.478,10.783,5,20,11,0.466,12.295,4,21,12,0.433,35.740,17,77,34,0.287,15.870,4,35,15,0.478,24.191,14,34,25
93,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,70.429,22,159,63,0.433,74.635,23,240,50,0.516,62.734,21,142,53,0.478,9.574,2,18,10,0.466,11.875,3,28,12,0.433,33.385,17,59,32,0.287,14.565,6,36,13,0.478,23.983,13,34,24
94,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,70.000,26,143,64,0.433,73.971,25,233,50,0.516,61.855,21,138,51,0.478,9.591,2,18,10,0.466,12.545,4,20,13,0.433,33.394,16,64,30,0.287,14.638,6,35,13,0.478,24.096,15,38,24
95,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,66.029,28,143,62,0.433,74.731,23,228,56,0.516,62.669,22,133,55,0.478,9.904,1,25,10,0.466,12.062,5,20,12,0.433,32.587,17,57,30,0.287,14.899,6,35,14,0.478,23.478,14,35,23
96,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,63.257,24,120,62,0.433,76.442,25,227,54,0.516,61.847,24,124,54,0.478,10.322,5,18,10,0.466,12.232,4,25,12,0.433,33.663,13,65,31,0.287,13.739,4,35,12,0.478,24.087,13,36,24
97,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,67.029,25,125,58,0.433,67.404,23,203,51,0.516,61.887,23,128,52,0.478,10.730,4,19,10,0.466,11.982,4,21,11,0.433,33.029,14,59,31,0.287,14.536,3,35,13,0.478,23.496,13,38,23
98,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,64.743,22,125,61,0.433,70.962,20,199,56,0.516,59.863,22,122,53,0.478,9.826,3,19,10,0.466,12.536,5,20,13,0.433,35.212,16,69,34,0.287,15.261,5,42,14,0.478,24.174,13,35,24
99,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,54.429,20,120,46,0.433,68.212,20,233,44,0.516,62.234,26,127,55,0.478,10.296,1,18,10,0.466,12.321,2,22,12,0.433,35.654,18,73,32,0.287,16.609,3,42,14,0.478,23.600,11,34,23
100,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,50.443,14,102,45,0.433,67.654,17,229,44,0.516,62.427,25,132,56,0.478,9.791,3,18,10,0.466,11.821,5,23,12,0.433,31.481,16,67,29,0.287,16.580,4,50,15,0.478,23.157,15,35,23
101,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,50.386,16,100,49,0.433,68.644,21,209,44,0.516,60.960,22,129,56,0.478,10.687,4,18,10,0.466,12.018,5,19,12,0.433,30.779,13,63,27,0.287,16.594,5,43,14,0.478,24.670,16,33,25
102,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,54.229,20,114,51,0.433,70.933,24,217,49,0.516,61.911,25,128,56,0.478,9.678,1,19,10,0.466,11.759,4,18,12,0.433,31.510,12,67,29,0.287,16.391,4,41,14,0.478,22.878,10,37,22
103,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,55.571,21,111,50,0.433,68.202,23,204,48,0.516,64.274,30,131,59,0.478,10.774,0,20,11,0.466,11.991,5,22,12,0.433,32.298,13,73,29,0.287,16.783,5,43,15,0.478,22.417,12,31,22
104,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,76.543,24,162,69,0.433,71.058,20,217,48,0.516,62.419,26,133,56,0.478,10.339,3,17,10,0.466,11.920,5,24,12,0.433,31.760,11,67,29,0.287,16.986,6,50,15,0.478,22.226,12,34,22
105,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,79.043,28,155,69,0.433,70.875,23,204,48,0.516,61.661,18,125,56,0.478,10.104,3,21,10,0.466,12.982,3,21,13,0.433,32.365,16,71,29,0.287,16.116,4,46,14,0.478,21.730,11,37,21
106,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,67.929,32,131,64,0.433,82.183,27,252,60,0.516,60.185,24,121,52,0.478,10.235,4,19,10,0.466,12.848,5,23,13,0.433,32.769,16,72,29,0.287,16.623,5,52,14,0.478,22.887,14,34,23
107,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,69.543,28,153,66,0.433,80.731,20,253,53,0.516,62.960,22,134,57,0.478,10.470,3,19,10,0.466,13.125,6,23,13,0.433,32.019,17,68,28,0.287,16.014,4,43,14,0.478,22.817,13,35,22
108,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,74.243,20,141,66,0.433,78.846,27,226,57,0.516,64.718,28,126,58,0.478,9.922,1,18,10,0.466,13.795,4,28,14,0.433,30.500,13,66,26,0.287,15.406,2,40,13,0.478,22.722,10,35,23
109,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,77.786,30,178,74,0.433,77.250,25,214,56,0.516,66.532,28,137,58,0.478,10.226,4,20,10,0.466,13.571,4,24,14,0.433,30.760,14,63,27,0.287,15.812,3,46,13,0.478,22.957,10,34,23
110,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,78.614,38,174,72,0.433,77.827,26,215,56,0.516,64.315,18,125,60,0.478,10.304,1,19,10,0.466,12.045,5,21,12,0.433,30.346,9,65,27,0.287,14.739,5,42,12,0.478,23.078,13,39,23
111,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,81.414,26,154,72,0.433,79.385,20,235,56,0.516,64.290,23,138,58,0.478,10.817,3,19,11,0.466,11.714,4,21,12,0.433,30.596,5,75,26,0.287,16.159,5,43,14,0.478,22.748,13,34,23
112,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,74.143,28,139,62,0.433,76.846,24,237,56,0.516,63.847,23,135,57,0.478,10.443,0,21,10,0.466,12.804,7,21,13,0.433,30.673,9,72,26,0.287,15.594,3,36,14,0.478,22.409,11,37,22
113,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,74.157,33,159,67,0.433,78.356,25,235,56,0.516,65.613,28,126,57,0.478,10.583,5,18,10,0.466,12.446,5,22,12,0.433,32.000,13,71,28,0.287,14.884,2,47,13,0.478,22.948,14,34,23
114,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,80.071,33,160,73,0.433,82.298,26,251,61,0.516,65.347,22,137,59,0.478,10.287,4,19,10,0.466,12.062,4,21,12,0.433,31.558,13,68,28,0.287,16.493,4,43,14,0.478,22.765,15,32,23
115,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,82.957,38,184,74,0.433,76.894,23,238,55,0.516,64.823,21,128,59,0.478,10.791,3,20,11,0.466,11.964,4,19,12,0.433,30.404,12,66,27,0.287,16.130,3,47,13,0.478,22.304,14,36,22
116,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,78.814,33,175,67,0.433,78.635,20,242,54,0.516,65.468,19,143,57,0.478,10.061,3,18,10,0.466,11.759,4,21,12,0.433,31.510,10,68,28,0.287,14.841,3,43,12,0.478,22.991,11,33,23
117,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,75.057,34,147,63,0.433,75.962,21,223,55,0.516,63.806,21,137,59,0.478,10.470,1,20,10,0.466,12.384,4,23,12,0.433,33.654,14,67,31,0.287,15.609,6,40,13,0.478,22.652,11,36,23
118,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,158.814,63,255,136,0.433,77.125,26,225,55,0.516,62.137,20,132,53,0.478,10.357,1,19,10,0.466,12.107,3,20,12,0.433,35.933,15,74,33,0.287,16.058,3,43,14,0.478,22.861,13,34,23
119,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,148.100,52,255,135,0.433,79.577,25,227,58,0.516,65.105,17,143,56,0.478,11.217,2,20,11,0.466,11.920,5,22,12,0.433,87.038,32,170,79,0.287,14.986,3,44,14,0.478,23.722,13,32,24
120,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,123.486,37,255,117,0.433,80.048,25,244,60,0.516,68.540,24,141,59,0.478,11.139,5,18,11,0.466,11.786,4,19,11,0.433,76.279,29,150,74,0.287,15.884,5,36,15,0.478,23.835,14,34,23
121,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,99.829,41,199,86,0.433,79.904,23,229,57,0.516,67.653,20,149,56,0.478,11.974,5,25,12,0.466,12.214,5,20,12,0.433,71.279,26,130,67,0.287,16.783,5,47,15,0.478,24.583,16,34,25
122,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,65.600,26,149,52,0.433,79.221,27,237,57,0.516,68.016,26,159,56,0.478,12.130,5,22,12,0.466,11.821,6,23,12,0.433,67.952,23,135,63,0.287,16.246,6,38,14,0.478,23.148,13,36,23
123,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,43.414,19,121,37,0.433,77.385,27,227,56,0.516,68.008,19,158,58,0.478,12.200,5,18,12,0.466,12.536,4,20,12,0.433,65.856,29,136,62,0.287,16.942,7,40,15,0.478,25.148,15,37,25
124,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,35.700,15,84,31,0.433,75.000,23,219,54,0.516,69.685,20,155,56,0.478,11.922,3,21,12,0.466,11.821,4,20,11,0.433,60.010,23,118,56,0.287,17.029,3,44,15,0.478,24.417,15,37,24
125,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,36.157,16,83,31,0.433,78.750,24,223,60,0.516,67.806,17,148,58,0.478,12.235,4,21,12,0.466,11.911,4,19,12,0.433,57.077,17,118,52,0.287,16.841,7,40,15,0.478,23.722,12,37,24
126,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,32.171,14,67,29,0.433,82.212,24,255,59,0.516,65.831,21,143,56,0.478,12.470,6,21,12,0.466,12.804,0,20,13,0.433,52.913,21,99,50,0.287,16.087,4,36,15,0.478,23.070,8,36,24
127,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.443,12,70,27,0.433,86.712,24,255,62,0.516,66.468,24,144,56,0.478,11.513,5,21,12,0.466,12.009,5,21,12,0.433,53.548,23,101,50,0.287,15.942,4,37,15,0.478,23.600,10,36,23
128,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.014,16,57,28,0.433,86.971,28,255,64,0.516,69.315,20,154,62,0.478,11.704,4,22,11,0.466,11.705,5,24,11,0.433,51.404,24,96,49,0.287,15.478,5,37,14,0.478,23.765,15,35,24
129,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.143,16,52,26,0.433,86.413,29,255,59,0.516,68.855,21,151,56,0.478,10.974,5,18,11,0.466,12.223,4,23,12,0.433,50.769,20,97,47,0.287,15.783,6,42,14,0.478,24.522,15,36,24
130,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.314,12,55,26,0.433,89.875,28,255,62,0.516,71.153,25,161,61,0.478,10.896,5,21,11,0.466,11.982,3,20,12,0.433,49.298,21,91,46,0.287,14.841,6,39,13,0.478,24.635,14,38,24
131,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.500,15,54,30,0.433,92.375,27,255,70,0.516,72.218,23,173,60,0.478,10.139,1,18,10,0.466,12.000,4,22,12,0.433,45.298,21,92,42,0.287,15.101,4,44,13,0.478,24.096,14,34,24
132,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.443,15,58,27,0.433,92.269,30,255,67,0.516,70.435,24,149,62,0.478,10.861,1,22,10,0.466,12.714,5,26,12,0.433,46.500,20,84,43,0.287,14.826,5,37,13,0.478,23.748,15,31,24
133,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.357,12,63,26,0.433,92.510,26,255,68,0.516,71.032,21,156,60,0.478,11.617,1,23,11,0.466,11.464,3,23,11,0.433,44.269,17,87,43,0.287,14.725,5,37,13,0.478,23.670,15,33,24
134,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,29.214,12,54,28,0.433,92.952,22,255,67,0.516,66.581,17,159,52,0.478,11.322,5,22,11,0.466,11.875,4,21,12,0.433,43.269,17,79,41,0.287,17.290,6,45,16,0.478,24.104,14,35,24
135,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,30.686,9,60,28,0.433,92.779,27,255,71,0.516,67.605,23,148,55,0.478,10.652,3,18,11,0.466,11.964,5,22,12,0.433,40.942,18,74,40,0.287,22.478,8,47,21,0.478,23.400,12,36,23
136,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,33.943,14,74,31,0.433,95.933,24,255,76,0.516,66.992,22,160,57,0.478,10.704,5,18,10,0.466,11.875,3,20,12,0.433,41.375,15,73,39,0.287,25.841,5,56,26,0.478,23.783,12,33,24
137,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,37.714,12,85,34,0.433,99.885,27,255,74,0.516,69.895,18,168,57,0.478,11.139,2,21,11,0.466,11.625,5,22,12,0.433,40.933,18,77,38,0.287,29.638,10,66,29,0.478,23.809,14,37,24
138,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,38.643,16,76,36,0.433,100.106,25,255,78,0.516,67.040,19,164,57,0.478,11.052,3,23,11,0.466,12.446,6,19,12,0.433,39.029,15,79,37,0.287,29.304,9,53,29,0.478,23.087,12,36,23
139,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,36.843,17,74,32,0.433,90.750,28,255,69,0.516,65.065,21,146,54,0.478,10.878,4,27,11,0.466,12.054,4,20,12,0.433,39.327,15,79,36,0.287,28.725,7,56,30,0.478,22.478,13,33,22
140,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,36.729,16,77,35,0.433,86.490,29,255,66,0.516,65.702,18,152,54,0.478,11.165,3,20,11,0.466,12.304,6,19,12,0.433,38.865,16,72,36,0.287,28.623,8,51,27,0.478,23.757,12,36,24
141,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,35.086,15,72,33,0.433,84.731,23,255,65,0.516,63.573,23,143,53,0.478,11.330,1,22,11,0.466,11.696,5,20,11,0.433,39.952,13,71,37,0.287,29.014,11,55,29,0.478,23.409,13,34,24
142,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,33.729,13,65,32,0.433,89.962,19,255,64,0.516,64.452,16,147,56,0.478,10.722,2,17,10,0.466,12.438,4,23,13,0.433,40.019,15,79,37,0.287,28.928,11,53,29,0.478,23.539,13,35,24
143,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,34.829,15,70,33,0.433,93.404,20,255,70,0.516,64.081,21,142,55,0.478,11.270,3,21,11,0.466,12.616,2,21,13,0.433,37.269,13,66,36,0.287,29.928,9,56,30,0.478,23.530,12,38,24
144,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,34.600,12,67,31,0.433,87.183,26,246,66,0.516,65.016,23,137,57,0.478,10.365,4,18,10,0.466,11.955,4,21,12,0.433,38.019,15,84,36,0.287,28.261,8,52,28,0.478,22.861,14,31,23
145,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,37.214,14,71,34,0.433,82.827,25,235,58,0.516,63.944,22,143,57,0.478,10.165,3,19,10,0.466,12.000,4,20,12,0.433,36.365,17,68,34,0.287,27.304,6,48,24,0.478,23.600,13,36,23
146,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,38.043,13,76,34,0.433,83.048,22,242,63,0.516,65.831,21,151,59,0.478,10.357,2,17,10,0.466,12.312,5,24,13,0.433,36.375,12,71,34,0.287,27.420,8,53,26,0.478,23.243,9,35,23
147,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,36.629,14,72,34,0.433,83.827,28,241,65,0.516,62.476,19,137,53,0.478,10.443,1,18,10,0.466,12.571,5,27,12,0.433,35.817,14,67,35,0.287,26.420,6,55,24,0.478,22.235,13,33,22
148,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,35.643,15,66,31,0.433,78.962,26,238,60,0.516,60.944,23,148,53,0.478,10.122,4,19,10,0.466,12.107,5,21,12,0.433,36.510,18,69,35,0.287,28.275,7,55,26,0.478,22.896,10,36,23
149,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,32.357,17,61,29,0.433,79.452,23,216,59,0.516,62.024,22,138,54,0.478,10.704,3,19,10,0.466,12.384,5,20,12,0.433,33.760,15,69,33,0.287,29.812,9,66,30,0.478,22.670,9,31,23
150,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,31.171,13,61,28,0.433,78.327,21,240,56,0.516,59.798,20,128,51,0.478,10.339,4,19,10,0.466,12.911,5,22,13,0.433,34.567,13,61,34,0.287,31.928,7,62,31,0.478,23.409,14,33,23
151,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.357,11,59,25,0.433,85.125,22,255,58,0.516,59.677,16,135,50,0.478,11.226,3,20,11,0.466,11.902,4,21,12,0.433,34.221,12,62,33,0.287,32.594,7,64,32,0.478,23.122,11,33,23
152,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.057,9,56,26,0.433,88.635,24,254,64,0.516,60.694,20,137,51,0.478,11.609,5,21,11,0.466,11.625,2,19,12,0.433,35.394,17,72,35,0.287,33.870,5,71,31,0.478,22.443,12,35,23
153,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.214,12,60,24,0.433,89.442,25,255,67,0.516,58.694,18,144,51,0.478,10.696,3,20,11,0.466,11.920,4,23,12,0.433,33.702,13,57,33,0.287,32.783,9,61,33,0.478,23.383,15,34,23
154,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.500,10,58,24,0.433,89.731,26,255,66,0.516,60.710,18,149,56,0.478,11.443,5,20,11,0.466,12.295,4,20,12,0.433,32.423,15,54,31,0.287,32.449,7,69,29,0.478,23.183,9,37,23
155,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.071,12,62,25,0.433,91.144,26,255,67,0.516,57.323,14,122,51,0.478,10.826,4,23,10,0.466,11.973,5,20,12,0.433,32.760,12,64,32,0.287,30.739,7,63,28,0.478,22.322,10,35,22
156,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.286,14,54,25,0.433,89.365,27,255,64,0.516,55.944,17,124,49,0.478,13.148,2,30,13,0.466,11.812,5,24,12,0.433,32.375,15,56,31,0.287,31.159,8,63,29,0.478,22.504,11,32,23
157,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,27.071,12,59,24,0.433,87.240,24,255,63,0.516,58.218,16,131,50,0.478,20.165,5,39,19,0.466,11.357,4,21,11,0.433,33.538,17,60,33,0.287,30.957,9,61,29,0.478,22.417,13,32,22
158,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,29.314,13,57,25,0.433,81.394,23,235,65,0.516,57.468,15,120,51,0.478,12.774,4,27,12,0.466,11.652,5,19,11,0.433,32.769,17,60,32,0.287,29.812,6,60,28,0.478,22.078,12,32,22
159,cos7WT-cgamutantgfp-PLL-Ba2mM-boite1-11052021.lif - Series005,0.291,28.271,12,60,25,0.433,81.212,23,227,61,0.516,55.048,16,122,46,0.478,10.452,3,20,10,0.466,12.393,3,20,12,0.433,33.067,16,59,32,0.287,30.029,5,61,28,0.478,22.530,13,35,23
